2018-10-31 23:01:06,b'Future / Spot basis as of Thu Nov 01 08:01:06 JST 2018\n#BCH : 1.22%\n#XRP : 0.80%\n#EOS : 0.73%\n#ETH : 0.22%\n#LTC : 0\xe2\x80\xa6 https://t.co/3nZtCOporG'
2018-10-31 23:01:02,"b""#'big #four' #firm #ey #builds #dlt #product on #public #ethereum #blockchain \n#instaethereum #bitcoin #trx\xe2\x80\xa6 https://t.co/g8aYPojrVH"""
2018-10-31 23:00:17,b'We\xe2\x80\x99re back with another #Made2Move Challenge! \xf0\x9f\x92\xaa\xf0\x9f\x92\xa5\n\n\xf0\x9f\x91\x89 TRX Hip Presses + Slam Ball Slams\nPerform 10 TRX Hip Presses w/\xe2\x80\xa6 https://t.co/KcCPlJ57xk'
2018-10-31 22:52:13,b'Live talking about potential of Tron bnbs and strategy of adoption  #Travida #TRON #TRX #TRL https://t.co/DMVTTpj8op'
2018-10-31 22:52:05,b'#Tron (#TRX) CEO Justin Sun reaches half a million Twitter followers and decides to celebrate the achievement in st\xe2\x80\xa6 https://t.co/FcYBHbmqcM'
2018-10-31 22:49:44,b'Looks like @PoppyPOS will be setting up a pop up in Jan in SF . Thinking maybe at the #niTron? Seems like a must go\xe2\x80\xa6 https://t.co/MG6jUWML94'
2018-10-31 22:38:28,"b""@justinsuntron I \xe2\x9d\xa4 all the #trx post's, so maybe one day the value will go up!"""
2018-10-31 22:38:07,b'TRX is SO undervalued and to be honest I\xe2\x80\x99m a little scared of how rapidly it\xe2\x80\x99s gonna rocket when the rest of the cr\xe2\x80\xa6 https://t.co/FT1y8aTrJj'
2018-10-31 22:35:06,b'1 TRON = 0.0222 USD. TRON has increased by 0.0001 USD in 30 mins. Live price: https://t.co/GBUAd2B3PS #TRON #trx #cryptocurrency'
2018-10-31 22:33:12,b'@justinsuntron TRON music seems good idea to me! #trx #tron $trx'
2018-10-31 22:27:38,b'Tron [TRX] creates new transaction record with other developments pushing for mainstream adoption https://t.co/4qdieDZnlv #trx'
2018-10-31 22:23:54,b'Great Community!\nGreat Developer!\nGreat Idea!\nResults of a great project!\n\n#TRX #TRONICS #TRON #BTC #ETH #LTC\xe2\x80\xa6 https://t.co/rhOM8DGv1y'
2018-10-31 22:22:02,b'@coinbook_com You guys rock and I totally wish you the best.\n\n#bitcoin #blockchain #cryptocurrency #Crypto\xe2\x80\xa6 https://t.co/8cH5RccRcB'
2018-10-31 22:20:07,"b""We've got a effin psychic in the house!! \n\nPlease tell us what $TRX price will be on Oct 31, 2019 \xf0\x9f\x94\xae\n\n#Tron #TRX\xe2\x80\xa6 https://t.co/BCeqQKk0KW"""
2018-10-31 22:19:40,b'I made a typo earlier. I fully endorse the new @coinbook_com exchange. It\xe2\x80\x99s run by some very honest guys. I know th\xe2\x80\xa6 https://t.co/I1GJNFxNCL'
2018-10-31 22:19:16,b'BINANCE REGISTRATIONS OPEN!\n\nRegister RIGHT NOW at the #1 Crypto Exchange:\n\nhttps://t.co/GxqrML0YSN\n\n$VEN $BTG $LSK\xe2\x80\xa6 https://t.co/xGFvbCd5nW'
2018-10-31 22:18:01,b'#cnntoken is starting to look good on the hourly! We got a 9 over the 21 cross. Macd looking bullish. Just need som\xe2\x80\xa6 https://t.co/9TekqYKrf5'
